title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4,keyword
[퀑카네] 콰삭 <b>두바이초콜릿</b>-네모의 꿈 다크 일반 발렌타인 설날 선물세트,https://smartstore.naver.com/main/products/10422092456,https://shopping-phinf.pstatic.net/main_8796659/87966597442.10.jpg,25500,,퀑카네 초콜릿,87966597442,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"규린이네 수제 <b>두바이 초콜릿</b> 다크초코 피스타치오, 300g, 1개",https://search.shopping.naver.com/catalog/56387419638,https://shopping-phinf.pstatic.net/main_5638741/56387419638.20250822154757.jpg,30900,,네이버,56387419638,1,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
(최대 3월13일 출고)<b>두바이</b> 쫀득쿠키를 사랑해주셔서 감사해요,https://smartstore.naver.com/main/products/12562136705,https://shopping-phinf.pstatic.net/main_9010664/90106647558.jpg,11300,,스쿱당,90106647558,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이 초콜릿</b> 만들기 세트 재료 코팅 커버춰 퓨라토스 다크 200g,https://smartstore.naver.com/main/products/4101051088,https://shopping-phinf.pstatic.net/main_8164557/81645571937.3.jpg,3500,,빈스메이드,81645571937,2,칼리바우트,바리칼리바우트,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이</b> 쫀득쿠키 피스타치오 마시멜로 전자렌지 10~15초이상 [다인스그랜파],https://smartstore.naver.com/main/products/12698526213,https://shopping-phinf.pstatic.net/main_9024303/90243037137.jpg,5900,,골든업스,90243037137,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"트리투바 수제 <b>두바이 초콜릿</b> 피스타치오, 70g, 1개",https://search.shopping.naver.com/catalog/56387406284,https://shopping-phinf.pstatic.net/main_5638740/56387406284.20250822153817.jpg,14400,,네이버,56387406284,1,트리투바,트리투바,식품,과자/베이커리,초콜릿,,두바이 초콜릿
팍팜 <b>두바이 초콜릿</b> 만들기 수제 카다이프 재료 세트 피스타치오 스프레드,https://smartstore.naver.com/main/products/10521408670,https://shopping-phinf.pstatic.net/main_8806591/88065914030.9.jpg,59900,,팍팜,88065914030,2,팍팜,팍팜,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"리리컬 수제 <b>두바이 초콜릿</b> 피스타치오, 85g, 1개",https://search.shopping.naver.com/catalog/56387040229,https://shopping-phinf.pstatic.net/main_5638704/56387040229.20250822152127.jpg,14900,,네이버,56387040229,1,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
수원<b>두바이</b>쫀득쿠키 2세대 <b>두바이</b>쫀득볼 수제 6개세트 50g 주문후제작 전국택배,https://smartstore.naver.com/main/products/12891362568,https://shopping-phinf.pstatic.net/main_9043587/90435873560.jpg,32000,,아르떼케이크,90435873560,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
카다이프 지미 <b>두바이초콜릿</b>만들기 재료 면 2개,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8088435157&tid=1000000061,https://shopping-phinf.pstatic.net/main_5693808/56938086239.1.jpg,33810,,11번가,56938086239,2,UNKNOWN,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
Fix 두바이 픽스 초콜릿 <b>dubai chocolate</b> 원조 피스타치오,https://smartstore.naver.com/main/products/12417805407,https://shopping-phinf.pstatic.net/main_8996231/89962316132.jpg,51500,,야사라마켓,89962316132,2,픽스,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
코스트코 <b>두바이초콜릿</b> 피스타치오 카다이프 초콜렛  1개  500g,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9072331997&ctag=9072331997&lptag=I26644802023&itemId=26644802023&vendorItemId=93617429020&spec=10305199,https://shopping-phinf.pstatic.net/main_5683348/56833489983.1.jpg,55000,,쿠팡,56833489983,2,,GENERIC,식품,과자/베이커리,초콜릿,,두바이 초콜릿
발렌타인데이 선물 코스트코 대추야자 <b>두바이 초콜릿</b> 아몬드,https://smartstore.naver.com/main/products/12760023026,https://shopping-phinf.pstatic.net/main_9030453/90304533975.jpg,20900,,lifenews,90304533975,2,히즈마인드,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이</b> 김밥 쫀득쿠키 모찌 선물,https://smartstore.naver.com/main/products/12834004995,https://shopping-phinf.pstatic.net/main_9037851/90378515987.jpg,34000,,퀑카네 초콜릿,90378515987,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"정안 CACAOHOLA <b>두바이</b> 필링 <b>초콜릿</b> 피스타치오, 110g, 1개",https://search.shopping.naver.com/catalog/56387397194,https://shopping-phinf.pstatic.net/main_5638739/56387397194.20250822153158.jpg,19500,,네이버,56387397194,1,CACAOHOLA,정안,식품,과자/베이커리,초콜릿,,두바이 초콜릿
피스타치오 스프레드 카다이프 믹스 떠먹는 <b>두바이 초콜릿</b>,https://smartstore.naver.com/main/products/10834513447,https://shopping-phinf.pstatic.net/main_8837901/88379019460.4.jpg,21500,,자꾸 베이커리,88379019460,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이</b> 픽스 <b>초콜릿</b> 오리지널 <b>Dubai</b> fix <b>chocolate</b>  카라멜 치즈 쿠키  2개,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9285325376&ctag=9285325376&lptag=I26983184501&itemId=26983184501&vendorItemId=94254378259&spec=10305199,https://shopping-phinf.pstatic.net/main_5757585/57575858569.jpg,121100,,쿠팡,57575858569,2,픽스,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"린트 <b>두바이</b> 스타일 피스타치오 <b>초콜릿</b>바 150g, 1개",https://search.shopping.naver.com/catalog/58164186323,https://shopping-phinf.pstatic.net/main_5816418/58164186323.20251216194649.jpg,19480,,네이버,58164186323,1,린트,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
두바이 픽스 초콜릿 원조 Fix <b>두바이 초콜릿</b> 피스타치오 카다이프,https://smartstore.naver.com/main/products/12272831404,https://shopping-phinf.pstatic.net/main_8981734/89817342120.1.jpg,51500,,다이떠마켓,89817342120,2,픽스,픽스,식품,과자/베이커리,초콜릿,,두바이 초콜릿
원조 <b>두바이 초콜릿</b> 프리미엄 수제 초콜렛 블린더 쿠나파 피스타치오 라이트 90g,https://smartstore.naver.com/main/products/11601095391,https://shopping-phinf.pstatic.net/main_8914560/89145605797.jpg,23000,,웰메이드코리아,89145605797,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
리리컬 BIG SIZE <b>두바이 초콜릿</b>  1개  220g,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8367034324&ctag=8367034324&lptag=I24175542907&itemId=24175542907&vendorItemId=91193524734&spec=10305199,https://shopping-phinf.pstatic.net/main_5054290/50542904782.2.jpg,27000,,쿠팡,50542904782,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
공스킨 <b>두바이</b> 땅콩<b>초콜릿</b>,https://smartstore.naver.com/main/products/12850225853,https://shopping-phinf.pstatic.net/main_9039473/90394736845.jpg,990,,365플러스 쇼핑,90394736845,2,공스킨,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
기라델리 <b>두바이</b> 스타일 피스타치오 밀크 <b>초콜릿</b> 118g,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9201622341&ctag=9201622341&lptag=I27345376734&itemId=27345376734&vendorItemId=94311616913&spec=10305199,https://shopping-phinf.pstatic.net/main_5819811/58198117774.jpg,55500,,쿠팡,58198117774,2,기라델리,기라델리,식품,과자/베이커리,초콜릿,,두바이 초콜릿
정식수입 블린더 <b>두바이 초콜릿</b> 240g 6종 골라담기 (소비기한 26/01/25까지),https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2243055803&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale,https://shopping-phinf.pstatic.net/main_5772337/57723372682.jpg,27210,,현대Hmall,57723372682,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"기라델리 <b>두바이</b> 스타일 밀크 <b>초콜릿</b> 115g, 1개",https://search.shopping.naver.com/catalog/58446032032,https://shopping-phinf.pstatic.net/main_5844603/58446032032.20260110001722.jpg,32000,,네이버,58446032032,1,,기라델리,식품,과자/베이커리,초콜릿,,두바이 초콜릿
튀르키예 카다이프 면 500g <b>두바이 초콜릿</b> 만들기 재료 건면 스프레드 지미 필로 zimi filo,https://smartstore.naver.com/main/products/12900500914,https://shopping-phinf.pstatic.net/main_9044501/90445011907.jpg,25100,,강선상사,90445011907,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
커버럭스 코팅초콜릿 1kg 다크 컴파운드 퓨라토스 <b>두바이초콜릿</b> 만들기,https://smartstore.naver.com/main/products/6721278930,https://shopping-phinf.pstatic.net/main_8426577/84265779252.5.jpg,10900,,베이킹조이,84265779252,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
팍팜 <b>두바이 초콜릿</b> 만들기 당일 출고 수제 카다이프 재료 세트 키트,https://link.gmarket.co.kr/gate/pcs?item-no=3898987012&sub-id=1003&service-code=10000003&lcd=100000036,https://shopping-phinf.pstatic.net/main_4848606/48486060320.6.jpg,48640,,G마켓,48486060320,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
[정식수입] 블린더 <b>두바이 초콜릿</b> 피스타치오 카다이프 240g (소비기한 26/01/25까지),https://smartstore.naver.com/main/products/11037510799,https://shopping-phinf.pstatic.net/main_8858201/88582017006.3.jpg,36900,,남도사랑,88582017006,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
Fix <b>Dubai Chocolate</b> 두바이 픽스 오리지널 초콜릿 피스타치오,https://smartstore.naver.com/main/products/10719129318,https://shopping-phinf.pstatic.net/main_8826363/88263635240.jpg,51400,,대박 백화점 구매대행,88263635240,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
단품 수제 <b>초콜릿</b> 봉봉 스틱 <b>초콜릿</b> <b>두바이</b> 피스타치오,https://smartstore.naver.com/main/products/10404595610,https://shopping-phinf.pstatic.net/main_8794910/87949100503.6.jpg,3500,,최콜릿,87949100503,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
굿셀링파트너 카다이프면 <b>두바이초콜릿</b> 재료만들기 두바이,https://link.auction.co.kr/gate/pcs?item-no=E729499274&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5029133/50291333177.jpg,48330,,옥션,50291333177,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
대추야자 <b>초콜릿</b> 아라비안 딜라이트 코스트코 대추 아몬드 <b>초콜릿</b> <b>두바이</b> 500g,https://smartstore.naver.com/main/products/11799399958,https://shopping-phinf.pstatic.net/main_8934391/89343910545.jpg,12990,,치즈베이글마켓,89343910545,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이초콜릿</b> 피스타치오 카다이프 수제초콜렛,https://smartstore.naver.com/main/products/10418728222,https://shopping-phinf.pstatic.net/main_8796323/87963233208.2.jpg,16900,,슈링스타샵,87963233208,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
(매주 금요일 출고)바삭 피스타치오 카다이프 <b>두바이 초콜릿</b>을 사랑해주셔서 감사해요,https://smartstore.naver.com/main/products/10452955371,https://shopping-phinf.pstatic.net/main_8799746/87997460548.11.jpg,32000,,스쿱당,87997460548,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
서울디저트 진짜맛있는 카다이프 <b>두바이 초콜릿</b> 피스타치오 초콜렛,https://smartstore.naver.com/main/products/10861455428,https://shopping-phinf.pstatic.net/main_8840596/88405961441.jpg,13900,,서울디저트,88405961441,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이초콜릿</b> 카다이프 피스타치오 초코,https://smartstore.naver.com/main/products/10602459931,https://shopping-phinf.pstatic.net/main_8814696/88146965521.1.jpg,11400,,몰레디저트카페,88146965521,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
노션 초코데이트 초콜렛데이츠 3종 타무르 대추야자 <b>두바이</b>초콜렛 아몬드초코볼,https://smartstore.naver.com/main/products/11668587030,https://shopping-phinf.pstatic.net/main_8921309/89213097497.jpg,5900,,타무르,89213097497,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
린트 <b>두바이 초콜릿</b> 다크 화이트 밀크 <b>두바이 초콜릿</b>바 독일 린트 공장직배송,https://smartstore.naver.com/main/products/12480442316,https://shopping-phinf.pstatic.net/main_9002495/90024953141.1.jpg,23680,,토비박스,90024953141,2,린트,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"저당 <b>두바이 초콜릿</b> 피스타치오 제로슈가 다크, 132g, 1개",https://smartstore.naver.com/main/products/11267975826,https://shopping-phinf.pstatic.net/main_8881248/88812486157.2.jpg,22800,,파베글라스,88812486157,2,파베글라스,PAVE GLACE COMPANY LIMITED,식품,과자/베이커리,초콜릿,,두바이 초콜릿
고디바 <b>두바이 초콜릿</b> 피스타치오 카다이프 GODIVA <b>DUBAI CHOCOLATE</b> 122g,https://smartstore.naver.com/main/products/12409858436,https://shopping-phinf.pstatic.net/main_8995436/89954369161.jpg,33000,,홍콩페스티발,89954369161,2,고디바,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
두꺼운 <b>두바이</b> 초콜렛 diy 키트 박스 재료 세트 스프레드,https://smartstore.naver.com/main/products/11388000440,https://shopping-phinf.pstatic.net/main_8893251/88932510805.jpg,24300,,탈곡기,88932510805,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
공스킨 <b>두바이</b> 아몬드<b>초콜릿</b>,https://smartstore.naver.com/main/products/12850200650,https://shopping-phinf.pstatic.net/main_9039471/90394711642.jpg,990,,365플러스 쇼핑,90394711642,2,공스킨,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
쫀득쿠키 <b>두바이 초콜릿</b> 발렌타인데이 설날 선물세트 사탕 크래커,https://smartstore.naver.com/main/products/10781515673,https://shopping-phinf.pstatic.net/main_8832602/88326021663.9.jpg,38000,,퀑카네 초콜릿,88326021663,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
떠먹는 <b>두바이 초콜릿</b> 바삭 피스타치오 수제초콜렛,https://smartstore.naver.com/main/products/10357297768,https://shopping-phinf.pstatic.net/main_8790180/87901802345.4.jpg,28000,,영오이칠 프리미엄수제초콜렛,87901802345,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이초콜릿</b> 카다이프 면 튀르키예 터키 정식수입,https://link.auction.co.kr/gate/pcs?item-no=E846165483&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5423064/54230643681.5.jpg,36380,,옥션,54230643681,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"발로나 코코아파우더 200g/무가당 카카오파우더 수제<b>초콜릿</b> 핫초코 무설탕 초코파우더,<b>두바이</b>쫀득쿠키,두쫀쿠",https://smartstore.naver.com/main/products/5083374965,https://shopping-phinf.pstatic.net/main_8262789/82627896663.1.jpg,13900,,스윗프라이스,82627896663,2,발로나,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
[백화점 입점 화이트데이] 피스마니에 &amp; <b>두바이</b> 카이막 <b>초콜릿</b> 택배,https://smartstore.naver.com/main/products/11315670760,https://shopping-phinf.pstatic.net/main_8886018/88860181091.3.jpg,15500,,마망카페,88860181091,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"블린더 <b>두바이 초콜릿</b> 라이트 90g, 1개",https://search.shopping.naver.com/catalog/57917020713,https://shopping-phinf.pstatic.net/main_5791702/57917020713.20251126092901.jpg,17570,,네이버,57917020713,1,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이 초콜릿</b> 포장패키지 카다이프 피스타치오 스프레드 토핑,https://smartstore.naver.com/main/products/10467910705,https://shopping-phinf.pstatic.net/main_8801241/88012415913.2.jpg,13900,,뽀리수제쿠키,88012415913,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
튀르키예 카다이프 면 500g <b>두바이 초콜릿</b> 만들기 재료 지미 필로 zimi filo,https://www.lotteon.com/p/product/LO2601336812?sitmNo=LO2601336812_2601336813&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_5841310/58413108317.jpg,37160,,롯데ON,58413108317,2,,UNKNOWN,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"<b>두바이초콜릿</b> 피스타치오 카다이프 수제 초콜렛 다크, 145g, 2개",https://smartstore.naver.com/main/products/11919121674,https://shopping-phinf.pstatic.net/main_8946363/89463632362.jpg,32100,,수제 꿈꾸는솜사탕,89463632362,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
KADAYIF 500g 터키 <b>두바이 초콜릿</b> 페이스트리 새우 식품 재료,https://smartstore.naver.com/main/products/11184103686,https://shopping-phinf.pstatic.net/main_8872861/88728614008.jpg,28210,,퐁퐁공장,88728614008,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"<b>두바이초콜릿</b> 피스타치오 카다이프 바삭한 100g, 1개",https://search.shopping.naver.com/catalog/58343260913,https://shopping-phinf.pstatic.net/main_5834326/58343260913.20251231173725.jpg,9990,,네이버,58343260913,1,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
[퀑카네] 대왕 <b>두바이초콜릿</b> 다크 일반 저당 트리 발렌타인 설날 선물세트,https://smartstore.naver.com/main/products/10739681113,https://shopping-phinf.pstatic.net/main_8828418/88284187035.2.jpg,23900,,퀑카네 초콜릿,88284187035,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"칼리바우트 W2 화이트 커버춰 <b>초콜릿</b> (28%) / <b>두바이</b>쫀득쿠키 재료 200g, 1개",https://smartstore.naver.com/main/products/12643924030,https://shopping-phinf.pstatic.net/main_9018843/90188434936.jpg,8500,,핑크MOON샵,90188434936,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
[단품]<b>두바이 초콜릿</b> 발로나 프리미엄 수제 초콜릿 다크 밀크 블론드 화이트,https://smartstore.naver.com/main/products/10525061948,https://shopping-phinf.pstatic.net/main_8806956/88069567308.8.jpg,8000,,아르메리아 쇼콜라,88069567308,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
수제 <b>두바이초콜릿</b> 피스타치오 카다이프 선물 세트 다크 초콜릿 300g,https://smartstore.naver.com/main/products/10501233787,https://shopping-phinf.pstatic.net/main_8804573/88045739139.15.jpg,30900,,규린이네수제과일청,88045739139,3,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
트리투바 수제 <b>두바이초콜릿</b> / 밀크 고급 초콜릿,https://smartstore.naver.com/main/products/10452916011,https://shopping-phinf.pstatic.net/main_8799742/87997421188.11.jpg,14400,,트리투바,87997421188,3,트리투바,트리투바,식품,과자/베이커리,초콜릿,,두바이 초콜릿
카카올라 <b>두바이초콜릿</b> 피스타치오 수제 필링 디저트 감성 선물용,https://smartstore.naver.com/main/products/11057345754,https://shopping-phinf.pstatic.net/main_8860185/88601851965.3.jpg,19500,,카카올라,88601851965,3,CACAOHOLA,정안,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"<b>두바이 초콜릿</b> 카다이프 피스타치오 다크, 132g, 1개",https://smartstore.naver.com/main/products/10878855654,https://shopping-phinf.pstatic.net/main_8842336/88423361667.3.jpg,15800,,파베글라스,88423361667,2,파베글라스,PAVE GLACE COMPANY LIMITED,식품,과자/베이커리,초콜릿,,두바이 초콜릿
리리컬 mini <b>두바이초콜릿</b> 피스타치오 카다이프 다크 수제초콜릿,https://smartstore.naver.com/main/products/10961608007,https://shopping-phinf.pstatic.net/main_8850611/88506114050.2.jpg,14900,,리리컬 LYRICAL,88506114050,3,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
튀르키예 카다이프 면 500g <b>두바이 초콜릿</b> 만들기 재료 지미 필로 zimi filo,https://link.gmarket.co.kr/gate/pcs?item-no=4619266044&sub-id=1003&service-code=10000003&lcd=100000036,https://shopping-phinf.pstatic.net/main_5812378/58123786031.jpg,29620,,G마켓,58123786031,3,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
구매 재구매 당충전 피스타치오 <b>두바이 초콜릿</b>,https://m.a-bly.com/goods/19905261?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=19905261&coupon_sno=48569614,https://shopping-phinf.pstatic.net/main_4988525/49885256776.4.jpg,20900,,ABLY,49885256776,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
하트 <b>두바이초콜릿</b> 피스타치오 카다이프 수제초콜렛,https://smartstore.naver.com/main/products/10875699487,https://shopping-phinf.pstatic.net/main_8842020/88420205500.jpg,27000,,영오이칠 프리미엄수제초콜렛,88420205500,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
트리투바 두바이세트 / 두바이쫀득쿠키 <b>두바이초콜릿</b> / 셰프의디저트 두바이쫀득볼 두쫀쿠 두쫀볼 <b>두바이초콜릿</b>,https://smartstore.naver.com/main/products/12935502215,https://shopping-phinf.pstatic.net/main_9048001/90480013225.2.jpg,45600,,트리투바,90480013225,2,트리투바,트리투바,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"<b>두바이초콜릿</b>/ 팝시클쵸코렛/피스타치오, 비스코티하우스",https://www.idus.com/v2/recommend/product?product_uuid=25e875dd-8735-4af6-9066-218fb5210fcd&is_product_info=true&utm_source=naver_shopping&utm_medium=pc&utm_campaign={ad_group}&utm_content={campaign},https://shopping-phinf.pstatic.net/main_4851110/48511108441.2.jpg,26000,,아이디어스idus,48511108441,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
구매 재구매 당충전 피스타치오 <b>두바이 초콜릿</b>,https://4910.kr/goods/19905261?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=19905261,https://shopping-phinf.pstatic.net/main_5737110/57371106619.jpg,20900,,4910,57371106619,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
공스킨 <b>두바이</b> 땅콩 <b>초콜릿</b> 피스타치오 20g 10개,https://smartstore.naver.com/main/products/12752258255,https://shopping-phinf.pstatic.net/main_9029676/90296769204.jpg,11500,,엔제이 스토어,90296769204,2,공스킨,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
카다이프 수제 <b>두바이</b> 하트 <b>초콜릿</b> 답례품 포장 가능,https://smartstore.naver.com/main/products/10582658138,https://shopping-phinf.pstatic.net/main_8812716/88127163728.5.jpg,13000,,멜팅하트 초콜릿,88127163728,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
제이슈가레브 수제 카다이프 <b>두바이초콜릿</b> 마카롱,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=2682468916&ctag=2682468916&lptag=l506433547322&itemId=33247563504&vendorItemId=90761154016&spec=10305199,https://shopping-phinf.pstatic.net/main_5664647/56646474498.jpg,4000,,쿠팡,56646474498,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이 초콜릿</b> 카다이프 피스타치오 수제초콜릿 아몬드,https://smartstore.naver.com/main/products/10405488226,https://shopping-phinf.pstatic.net/main_8794999/87949993119.1.jpg,11900,,골든업스,87949993119,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
이스탄불 <b>두바이 초콜릿</b> 카타이프 면 170g 두쫀쿠 재료 쿠나파이 kadaif,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8977953647&tid=1000000061,https://shopping-phinf.pstatic.net/main_5831980/58319806324.jpg,29260,,11번가,58319806324,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
공스킨 <b>두바이</b> 쫀득 땅콩<b>초콜릿</b>(한국식품안전관리인증원 인증),https://smartstore.naver.com/main/products/12710711261,https://shopping-phinf.pstatic.net/main_9025522/90255222185.1.jpg,1900,,공스킨,90255222185,2,공스킨,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
간식<b>두바이 초콜릿</b> 두바이 초콜렛 오리지널 <b>두바이 초콜릿</b> 선물세트  1개  40g,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9004325398&ctag=9004325398&lptag=I26388188793&itemId=26388188793&vendorItemId=93795317134&spec=10305199,https://shopping-phinf.pstatic.net/main_5639397/56393976786.2.jpg,9500,,쿠팡,56393976786,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
칼리바우트 W2 화이트커버춰(28%) 500g / <b>두바이</b>쫀득쿠키 만들기 재료,https://wellbaking.com/product/detail.html?product_no=711&cate_no=155&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_8984789/8984789340.jpg,18500,,웰베이킹,8984789340,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
수제 <b>두바이초콜릿</b> 꿈꾸는솜사탕 광주수완점,https://smartstore.naver.com/main/products/11135901352,https://shopping-phinf.pstatic.net/main_8868041/88680411674.1.jpg,13900,,수제꿈꾸는솜사탕,88680411674,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
픽스 <b>두바이 초콜릿</b> Fix 오리지널 피스타치오 <b>dubai chocolate</b>,https://smartstore.naver.com/main/products/12666447959,https://shopping-phinf.pstatic.net/main_9021095/90210958865.jpg,51500,,야사라마켓,90210958865,2,픽스,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
[<b>두바이 초콜릿</b>] 프랑스 발로나 <b>두바이 초콜릿</b> 선물세트,https://smartstore.naver.com/main/products/11054421236,https://shopping-phinf.pstatic.net/main_8859892/88598927447.5.jpg,37000,,아르메리아 쇼콜라,88598927447,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
오브세이 <b>두바이초콜릿</b> 117g 피스타치오 카다이프 수제초콜렛 수능 응원 선물,https://smartstore.naver.com/main/products/11363311829,https://shopping-phinf.pstatic.net/main_8890782/88907822194.3.jpg,10450,,ORBSEI,88907822194,2,오브세이,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
"🍫<b>두바이초콜릿</b>🍫 꾸덕바삭 피스타치오 카다이프, 리리컬(LYRICAL)",https://www.idus.com/v2/recommend/product?product_uuid=592b2de8-df3a-462a-ac38-312bf7336e14&is_product_info=true&utm_source=naver_shopping&utm_medium=pc&utm_campaign={ad_group}&utm_content={campaign},https://shopping-phinf.pstatic.net/main_5292510/52925102463.1.jpg,27000,,아이디어스idus,52925102463,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
<b>두바이 초콜릿</b> st 피스타치오 크런치 (45g x 4개) 2세트,https://smartstore.naver.com/main/products/11121901753,https://shopping-phinf.pstatic.net/main_8866641/88666412075.6.jpg,36800,,파르팜,88666412075,2,파르팜,큐앤비푸드,식품,과자/베이커리,초콜릿,,두바이 초콜릿
튀르키예 카다이프 면 500g <b>두바이 초콜릿</b> 만들기 재료 지미 필로 zimi filo,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8946761385&tid=1000000061,https://shopping-phinf.pstatic.net/main_5817531/58175319123.1.jpg,28370,,11번가,58175319123,3,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
[달미공방] <b>두바이 초콜릿</b>  1개  115g,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8561084713&ctag=8561084713&lptag=I24792623174&itemId=24792623174&vendorItemId=91786408654&spec=10305199,https://shopping-phinf.pstatic.net/main_5784857/57848573166.jpg,12900,,쿠팡,57848573166,2,,,식품,과자/베이커리,초콜릿,,두바이 초콜릿
